grad_natam_female_p25_se
""
""
""
""
""
""
""
""
""
""
""
0.11237779
""
""
""
""
""
""
""
""
""
0.014948664
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0048768055
0.075781181
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.071164355
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053816188
""
0.12123907
""
""
0.025417656
""
0.055269543
""
""
""
""
""
""
0.030733798
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.062684037
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.13331628
""
0.12021596
0.045898225
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10966611
""
""
""
""
""
""
""
""
""
0.030841969
""
""
""
""
""
""
0.029007912
""
0.0058750575
""
""
""
""
""
""
""
""
""
""
""
0.025671516
0.060097434
0.11288808
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0085155703
""
0.057623912
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028538473
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.072074741
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019496461
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0058415406
""
""
""
""
""
""
""
0.0070416378
""
""
""
""
""
""
0.079107463
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.067519814
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.035084076
0.025367849
""
""
""
""
0.025722018
""
0.0067987912
""
""
""
""
""
""
""
""
0.028162226
""
""
0.035162788
0.011438487
0.023547186
0.12082774
0.014905908
0.062251769
""
""
0.053009696
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.057455815
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0076313978
0.01713801
""
""
""
""
0.030722413
""
""
0.03819491
""
0.030718172
0.02033077
0.040620789
0.043554906
""
0.013911697
""
0.017038174
""
""
0.016057629
0.007638589
0.077295154
""
""
""
""
0.0024210687
0.0097271251
""
0.0078806048
0.040841684
""
""
""
""
""
""
""
""
""
""
0.014300094
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0050690542
""
""
""
0.010836828
""
0.018971352
""
0.0034895241
""
""
0.0093757529
0.040083677
""
0.011264783
""
""
""
""
""
""
""
""
""
""
""
""
0.051960625
""
""
""
""
""
""
""
""
""
""
""
""
0.0056467587
""
""
""
""
""
0.0059504919
0.0077915085
0.022008013
""
""
""
""
0.028228067
""
0.019143032
0.047269549
""
""
0.038052622
""
""
0.03587563
""
""
""
""
""
0.070359476
""
0.076172672
""
0.10954656
""
0.0080878204
""
""
""
""
""
""
""
0.0083292387
""
0.016803039
