somecoll_asian_female_p1
""
""
""
0.91310477
""
""
0.64559627
""
""
0.68677652
""
0.61368603
""
""
0.46984756
""
""
""
""
""
1.1479588
1.0138888
""
""
0.87201363
""
""
0.63102227
0.78551912
""
""
""
0.81854713
0.7630952
""
0.69911569
""
""
""
""
0.93312341
""
""
""
""
""
0.66089553
0.56433058
0.710352
""
0.90567112
0.51310343
""
""
""
0.56892937
""
""
""
""
""
0.77985436
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75474954
""
""
""
""
0.66128939
""
""
""
0.92197227
""
""
""
""
0.79745293
""
""
""
""
0.6588825
0.75240093
0.68977922
0.70766944
0.79156291
0.8251555
0.73575658
0.89917827
0.69554269
0.66608703
""
""
0.87745363
""
1.024081
""
0.87796777
0.81320029
0.79846644
""
""
""
""
""
""
""
""
""
0.82097399
""
""
""
0.70715123
""
""
""
1.0352738
""
""
0.4191663
""
""
0.63832003
0.7295031
""
""
""
""
""
""
""
""
""
0.80647171
""
""
0.71512312
0.79983974
""
0.46263784
""
""
""
""
0.99614686
0.80497408
""
0.8141036
""
""
""
""
0.76691884
0.81758815
""
0.94646686
""
""
0.55073708
0.6788677
""
""
""
""
0.41095182
""
""
0.79162085
""
""
0.83912832
""
""
""
0.70097268
""
""
""
""
""
0.79775202
""
0.47269318
""
""
""
""
0.63696754
0.76918703
""
""
0.91801286
""
""
""
""
0.91079909
0.5356434
""
0.81806785
""
""
""
""
""
""
0.73229003
""
""
""
0.84842825
0.78255314
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68556595
""
""
""
0.76365489
""
0.82730877
0.71630245
0.58880657
""
""
""
""
""
0.66718173
""
0.86581624
""
0.76563698
0.6581251
0.6338824
0.8227796
0.80703557
0.68989682
0.87456805
0.78803343
0.89672387
0.81865495
""
""
""
""
""
0.74374294
0.65258932
""
""
0.61456531
""
""
0.76958889
0.81620282
""
0.80996752
0.72614783
""
""
""
""
""
""
""
""
""
""
""
""
0.6794554
""
""
0.48672649
""
""
""
""
0.43133703
""
""
""
""
0.7595402
0.43282092
0.64207453
""
0.48106813
0.77532077
0.71841067
""
0.4537887
""
""
""
""
0.80067891
""
""
0.83512771
""
0.63095176
0.53858006
0.59403056
""
0.85490119
0.47293696
""
""
0.77766806
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62924391
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89905429
""
""
0.53611887
""
""
""
""
""
""
0.84377664
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41636312
0.67266524
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8657521
""
""
""
""
""
""
0.7044124
""
""
""
""
0.72506702
""
0.75244886
""
""
""
""
0.58584714
""
0.62124586
""
0.6954428
""
""
""
0.93657374
""
""
""
""
""
""
""
""
""
""
0.81819701
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89200145
""
0.90236276
""
""
""
""
""
""
""
""
""
""
0.52872926
0.79124391
""
0.81355888
0.83074123
0.8021642
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.98988545
0.78408462
0.75366956
""
""
""
""
0.82772875
""
""
""
""
""
0.6953696
""
""
""
""
""
0.73846412
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.69059896
0.45803177
0.52814716
""
""
""
""
""
0.77671462
""
0.77757847
""
0.49035132
""
""
""
""
""
""
0.78763574
""
""
0.37138003
""
""
""
""
""
""
""
0.83487707
0.79229867
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83906412
0.71090806
0.70485944
0.79732037
0.72653747
0.84564877
""
""
""
0.66184372
0.45859241
0.83286524
0.67867804
""
""
0.80193502
0.90259969
0.8046242
0.87343091
""
""
""
""
0.76560688
""
0.76723093
0.78021985
""
0.6523782
""
""
0.29135543
""
""
""
""
""
""
""
""
0.80006772
